afida_sku,ppp_sku,name,category,size,material,colour,pack_size,pack_price,certifications,description,website_url,product_weight,product_length,product_width,product_height,case_length,case_width,case_depth,case_volume,case_weight,additional_specs
VEG-CC-FL,BLID89F-CH,Vegware 89-Series Nourish Moulded Fibre Flat Lid – STRAW SLOT,Vegware,,fibre,,1000,43.71,Compostable,"The Vegware fibre 89-Series Nourish Flat Lid STRAW SLOT is moulded from plant fibre, a sturdy and sustainable alternative to foam. A flat lid with a built-in straw slot, designed for cold drinks. Fits securely onto compatible cup rims to reduce spills during takeaway and delivery. The straw slot provides a clean, defined opening. Certified compostable - breaks down in industrial composting facilities.",https://afida.com/products/89-series-nourish-flat-lid-straw-slot,3.8g,,94mm,10.2mm,400mm,250mm,500mm,,3.8g,
VEG-LID,VLID89P,Vegware 89-Series Paper Takeaway Hot Cup Lid Compostable,Vegware,,"paper, pla",,1000,58.77,Compostable,"The Vegware paper 89-Series Takeaway Hot Cup Lid is made from responsibly sourced paper. A secure-fit lid designed for hot takeaway cups. Snaps firmly onto the cup rim to reduce spills during transport. Compatible with the specified cup series for a reliable, consistent fit. Certified compostable - breaks down in industrial composting facilities.",https://afida.com/products/89-series-takeaway-hot-cup-lid,3.5g,N/A,89mm,10mm,480mm,390mm,255mm,0.048m3,6 kg,
VEG-CUP-DW-8-BK,VDW-B08,Vegware 8oz Black Double Wall Takeaway Cup,Vegware,8oz,,Black,500,43,Compostable,"The Vegware 8oz black Double Wall Takeaway Cup. Double wall construction provides built-in insulation, eliminating the need for a separate cup sleeve. The outer wall stays cool and comfortable to hold while keeping drinks hot. Suitable for coffee, tea, hot chocolate, and specialty drinks. Certified compostable - breaks down in industrial composting facilities. Designed for coffee shops, cafés, offices, events, and catering.",https://afida.com/products/double-wall-takeaway-cup-9,Not specified,50.3mm,80mm,95mm,Not specified,Not specified,Not specified,Not specified,Not specified,
VEG-CUP-DW-8-KR-2,VDW-8,"Vegware 8oz Double Wall Brown (Kraft) Hot Takeaway Cup, 79 Series Recyclable/Compostable",Vegware,8oz,"pla, plastic",Brown/Kraft,25,6.66,Compostable,"The Vegware brown kraft Double Wall Hot Takeaway Cup, 79 Series is constructed from kraft board, an unbleached paper with natural strength. Double wall construction provides built-in insulation, eliminating the need for a separate cup sleeve. The outer wall stays cool and comfortable to hold while keeping drinks hot. Suitable for coffee, tea, hot chocolate, and specialty drinks. Designed for coffee shops, cafés, offices, events, and catering.",https://afida.com/products/double-wall-hot-takeaway-cup-79-series,,,,,,,,,8 kg,
VEG-CUP-DW-8-GN,VDW-8-GT,"Vegware 8oz Double Wall Hot Takeaway Cup, 79 Series Green Tree Compostable",Vegware,8oz,"paper, pla",Green,25,6.66,Recyclable,"The Vegware Double Wall Hot Takeaway Cup, 79 Series Green Tree. Double wall construction provides built-in insulation, eliminating the need for a separate cup sleeve. The outer wall stays cool and comfortable to hold while keeping drinks hot. Suitable for coffee, tea, hot chocolate, and specialty drinks. Fully recyclable through standard paper or plastic recycling streams. Designed for coffee shops, cafés, offices, events, and catering.",https://afida.com/products/double-wall-hot-takeaway-cup-79-series-green-tree,13.3g,,80mm,90mm,576mm,335mm,415mm,0.08m3,8 kg,
VEG-CUP-DW-8-WH-2,VDW-W08,"Vegware 8oz Double Wall White Takeaway Hot Cup, 79 Series, Compostable (Case of 500)",Vegware,8oz,pla,White,500,45.58,Recyclable,"The Vegware white Double Wall Takeaway Hot Cup, 79 Series. Double wall construction provides built-in insulation, eliminating the need for a separate cup sleeve. The outer wall stays cool and comfortable to hold while keeping drinks hot. Suitable for coffee, tea, hot chocolate, and specialty drinks. Fully recyclable through standard paper or plastic recycling streams. Designed for coffee shops, cafés, offices, events, and catering.",https://afida.com/products/double-wall-takeaway-hot-cup-79-series,13.3g,50.3mm,80mm,95mm,480mm,415mm,334mm,0.067m3,8 kg,
VEG-CUP-DW-8,VDW-FG08,Vegware 8oz Feel Good double wall hot cup Compostable,Vegware,8oz,,,500,37.7,Compostable,"The Vegware 8oz Feel Good Double Wall Hot Cup. Double wall construction provides built-in insulation, eliminating the need for a separate cup sleeve. The outer wall stays cool and comfortable to hold while keeping drinks hot. Suitable for coffee, tea, hot chocolate, and specialty drinks. Certified compostable - breaks down in industrial composting facilities. Designed for coffee shops, cafés, offices, events, and catering.",https://afida.com/products/feel-good-double-wall-hot-cup-3,N/A,50.3mm,80mm,95mm,N/A,N/A,N/A,N/A,N/A,
VEG-CUP-DW-8-4,VDW-A08,"Vegware 8oz Gallery Design Double Wall Hot Takeaway Cup, 79-series Compostable",Vegware,8oz,pla,,25,7.31,Recyclable,"The Vegware Gallery Design Double Wall Hot Takeaway Cup, 79-series. Double wall construction provides built-in insulation, eliminating the need for a separate cup sleeve. The outer wall stays cool and comfortable to hold while keeping drinks hot. Suitable for coffee, tea, hot chocolate, and specialty drinks. Fully recyclable through standard paper or plastic recycling streams. Designed for coffee shops, cafés, offices, events, and catering.",https://afida.com/products/gallery-design-double-wall-hot-takeaway-cup-79-series,11.64g,57mm,79mm,90mm,414mm,334mm,547mm,0.076m3,7 kg,
VEG-CUP-SW-8-KR,KV-8,"Vegware 8oz Single Wall Brown (Kraft) Takeaway Hot Cup, 79 Series Compostable",Vegware,8oz,"kraft, pla, plastic",Brown,50,6.72,Compostable,"The Vegware brown kraft Single Wall Takeaway Hot Cup, 79 Series is constructed from kraft board, an unbleached paper with natural strength. A lightweight single wall hot cup for everyday use. The smooth interior lining keeps drinks hot and prevents leaking. Best paired with a cup sleeve for comfortable handling. Compatible with standard hot cup lids for takeaway service. Designed for coffee shops, cafés, offices, events, and catering.",https://afida.com/products/single-wall-takeaway-hot-cup-79-series,7.41g,52mm,79mm,93.8mm,410mm,332mm,442mm,0.06m3,8 kg,
VEG-CUP-SW-8,LV-FG08,"Vegware 8oz Single Wall Feel Good Takeaway Hot Cup, 79 Series Compostable",Vegware,8oz,,,50,9.34,Compostable,"The Vegware 8oz Single Wall Feel Good Takeaway Hot Cup, 79 Series. A lightweight single wall hot cup for everyday use. The smooth interior lining keeps drinks hot and prevents leaking. Best paired with a cup sleeve for comfortable handling. Compatible with standard hot cup lids for takeaway service. Designed for coffee shops, cafés, offices, events, and catering.",https://afida.com/products/single-wall-feel-good-takeaway-hot-cup-79-series,7.41g,79mm,79mm,93.8mm,410mm,332mm,442mm,0.06m3,8 kg,
VEG-CUP-SW-8-GN,LV-8-GT,"Vegware 8oz Single Wall Hot Cup, 79 Series Green Tree Compostable",Vegware,8oz,,Green,50,6.34,Compostable,"The Vegware 8oz Single Wall Hot Cup, 79 Series Green Tree. A lightweight single wall hot cup for everyday use. The smooth interior lining keeps drinks hot and prevents leaking. Best paired with a cup sleeve for comfortable handling. Compatible with standard hot cup lids for takeaway service. Designed for coffee shops, cafés, offices, events, and catering.",https://afida.com/products/single-wall-hot-cup-79-series-green-tree,7.41g,52mm,80mm,94mm,410mm,332mm,442mm,0.06m3,8 kg,
VEG-CUP-SW-8-WH,LV-8,"Vegware 8oz Single Wall White Takeaway Hot Cup, 79 Series Compostable",Vegware,8oz,,White,50,6.34,Compostable,"The Vegware 8oz white Single Wall Takeaway Hot Cup, 79 Series. A lightweight single wall hot cup for everyday use. The smooth interior lining keeps drinks hot and prevents leaking. Best paired with a cup sleeve for comfortable handling. Compatible with standard hot cup lids for takeaway service. Designed for coffee shops, cafés, offices, events, and catering.",https://afida.com/products/single-wall-takeaway-hot-cup-79-series-2,7.41g,79mm,79mm,93.8mm,410mm,332mm,442mm,0.06m3,8 kg,
VEG-LID-8-WH-3,BLID79,Vegware 8oz White Moulded Fibre Hot Cup Lid Compostable (Case of 1000),Vegware,"80mm, 8oz","bagasse, pla, plastic",White,1000,30.99,Compostable,"The Vegware 80mm / 8oz white fibre Hot Cup Lid is moulded from plant fibre, a sturdy and sustainable alternative to foam. A secure-fit lid designed for hot takeaway cups. Snaps firmly onto the cup rim to reduce spills during transport. Compatible with the specified cup series for a reliable, consistent fit. Certified compostable - breaks down in industrial composting facilities.",https://afida.com/products/hot-cup-lid-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
VEG-CC-9-6,R280-VW,"Vegware 9oz PLA Cold Cup, 76 Series Compostable",Vegware,9oz,pla,,50,8.68,Compostable,"The Vegware PLA Cold Cup, 76 Series is lined with PLA, a plant-based bioplastic derived from cornstarch. Crystal-clear construction showcases the colour and layers of iced drinks, smoothies, juices, and cocktails. Sturdy walls resist cracking and condensation. Compatible with flat and dome lids for versatile serving. Certified compostable - breaks down in industrial composting facilities. Designed for coffee shops, cafés, offices, events, and catering.",https://afida.com/products/cold-cup-76-series-3,6g,46mm,76mm,105mm,400mm,325mm,350mm,0.046m3,7 kg,
VEG-CC-9-7,R300S-VW,"Vegware 9oz PLA Cold Cup, 96 Series Compostable",Vegware,9oz,pla,,50,9.73,Compostable,"The Vegware PLA Cold Cup, 96 Series is lined with PLA, a plant-based bioplastic derived from cornstarch. Crystal-clear construction showcases the colour and layers of iced drinks, smoothies, juices, and cocktails. Sturdy walls resist cracking and condensation. Compatible with flat and dome lids for versatile serving. Certified compostable - breaks down in industrial composting facilities. Designed for coffee shops, cafés, offices, events, and catering.",https://afida.com/products/cold-cup-96-series-4,9.6g,56mm,96mm,80mm,504mm,404mm,350mm,0.071m3,10 kg,
VEG-CC-9-GN,R300-GT,"Vegware 9oz PLA Cold Cup, 96 Series- Green Tree Compostable",Vegware,9oz,pla,Green,50,9.87,Compostable,"The Vegware PLA Cold Cup, 96 Series- Green Tree is lined with PLA, a plant-based bioplastic derived from cornstarch. Crystal-clear construction showcases the colour and layers of iced drinks, smoothies, juices, and cocktails. Sturdy walls resist cracking and condensation. Compatible with flat and dome lids for versatile serving. Certified compostable - breaks down in industrial composting facilities. Designed for coffee shops, cafés, offices, events, and catering.",https://afida.com/products/cold-cup-96-series-green-tree-2,9.6g,56mm,96mm,80mm,504mm,404mm,350mm,0.071m3,,
VEG-LID-BK-2,VLID79SB,Vegware Black CPLA Hot Cup Lid (Fits 79 Series) Compostable,Vegware,,"pla, cpla",Black,50,6.01,Compostable,"The Vegware black CPLA Hot Cup Lid (Fits 79 Series) is made from CPLA (crystallised PLA), a heat-resistant plant-based bioplastic. A secure-fit lid designed for hot takeaway cups. Snaps firmly onto the cup rim to reduce spills during transport. Compatible with the specified cup series for a reliable, consistent fit. Certified compostable - breaks down in industrial composting facilities.",https://afida.com/products/hot-cup-lid-fits-79-series,2.8g,79mm,79mm,10mm,460mm,360mm,255mm,0.042m3,4 kg,
VEG-LID-BK,VLID79SB,Vegware Black CPLA Hot Cup Lid (Fits 89 Series) Compostable,Vegware,,"pla, cpla",Black,50,7.44,Compostable,"The Vegware black CPLA Hot Cup Lid (Fits 89 Series) is made from CPLA (crystallised PLA), a heat-resistant plant-based bioplastic. A secure-fit lid designed for hot takeaway cups. Snaps firmly onto the cup rim to reduce spills during transport. Compatible with the specified cup series for a reliable, consistent fit. Certified compostable - breaks down in industrial composting facilities.",https://afida.com/products/hot-cup-lid-fits-89-series,2.8g,79mm,79mm,10mm,460mm,360mm,255mm,0.042m3,4 kg,
VEG-LID-5,VLID72-A1,Vegware CPLA Hot Cup Lid (Fits 72 Series) Compostable,Vegware,,"pla, cpla",,50,7.01,Compostable,"The Vegware CPLA Hot Cup Lid (Fits 72 Series) is made from CPLA (crystallised PLA), a heat-resistant plant-based bioplastic. A secure-fit lid designed for hot takeaway cups. Snaps firmly onto the cup rim to reduce spills during transport. Compatible with the specified cup series for a reliable, consistent fit. Certified compostable - breaks down in industrial composting facilities.",https://afida.com/products/hot-cup-lid-fits-72-series,2g,72mm,72mm,10mm,409mm,330mm,280mm,0.038m3,3 kg,
VEG-LID-4,VLID72-A1,Vegware CPLA Hot Cup Lid (Fits 79 Series) Compostable,Vegware,,"pla, cpla",,50,7.15,Compostable,"The Vegware CPLA Hot Cup Lid (Fits 79 Series) is made from CPLA (crystallised PLA), a heat-resistant plant-based bioplastic. A secure-fit lid designed for hot takeaway cups. Snaps firmly onto the cup rim to reduce spills during transport. Compatible with the specified cup series for a reliable, consistent fit. Certified compostable - breaks down in industrial composting facilities.",https://afida.com/products/hot-cup-lid-fits-79-series-2,2g,72mm,72mm,10mm,409mm,330mm,280mm,0.038m3,3 kg,
VEG-LID-3,VLID72-A1,Vegware CPLA Hot Cup Lid (Fits 89 Series) Compostable,Vegware,,"pla, cpla",,50,7.28,Compostable,"The Vegware CPLA Hot Cup Lid (Fits 89 Series) is made from CPLA (crystallised PLA), a heat-resistant plant-based bioplastic. A secure-fit lid designed for hot takeaway cups. Snaps firmly onto the cup rim to reduce spills during transport. Compatible with the specified cup series for a reliable, consistent fit. Certified compostable - breaks down in industrial composting facilities.",https://afida.com/products/hot-cup-lid-fits-89-series-2,2g,72mm,72mm,10mm,409mm,330mm,280mm,0.038m3,3 kg,
VEG-CC-PN-5,PINT1,"Vegware Pint to brim PLA cup, UKCA UKNI CE mark,",Vegware,,pla,,1000,119.43,Compostable,"The Vegware PLA Pint to Brim Cup is lined with PLA, a plant-based bioplastic derived from cornstarch. A transparent cup designed for beer, cider, cocktails, and soft drinks. Sturdy construction resists cracking during busy service. Suitable for indoor events, festivals, and outdoor bars. Certified compostable - breaks down in industrial composting facilities.",https://afida.com/products/pint-to-brim-cup,10g,Bottom Diameter: 55.3mm,Top Diameter: 96mm,145.1mm,N/A,N/A,N/A,N/A,10g,
VEG-CC-PN-3,PINTP1,Vegware Pint-to-Brim Paper Cup – UKCA Marked 89-Series,Vegware,,paper,,700,123.32,Compostable,"The Vegware paper Pint-to-Brim Cup 89-Series is made from responsibly sourced paper. A transparent cup designed for beer, cider, cocktails, and soft drinks. Sturdy construction resists cracking during busy service. Suitable for indoor events, festivals, and outdoor bars. Certified compostable - breaks down in industrial composting facilities.",https://afida.com/products/pint-to-brim-cup-89-series,11.9g,57mm,90mm,160mm,580mm,380mm,460mm,"87,560,000 mm³",8.3 kg,
VEG-CC,C96B-PP,Vegware PLA Combo Lid 96-Series – Compostable Cold Cup Lid,Vegware,,"pla, pp",,50,6.14,Compostable,"The Vegware PLA Combo Lid 96-Series Cold Cup Lid is lined with PLA, a plant-based bioplastic derived from cornstarch. Crystal-clear construction showcases the colour and layers of iced drinks, smoothies, juices, and cocktails. Sturdy walls resist cracking and condensation. Compatible with flat and dome lids for versatile serving. Certified compostable - breaks down in industrial composting facilities. Designed for coffee shops, cafés, offices, events, and catering.",https://afida.com/products/combo-lid-96-series-cold-cup-lid,Approx. 3.27 g,99 mm,70 mm,23.5 mm,N/A,N/A,N/A,N/A,Approx. 3.27 g per lid,
VEG-CC-DL-2,C76D-NH,"Vegware PLA Dome Lid, NO HOLE (Fits 76 Series) Compostable",Vegware,,pla,,50,5.58,Compostable,"The Vegware PLA Dome Lid, NO HOLE (Fits 76 Series) is lined with PLA, a plant-based bioplastic derived from cornstarch. A raised dome lid that provides extra headroom for whipped cream, ice, foam toppings, and garnishes. Fits securely onto compatible cup rims for spill-resistant takeaway service. Certified compostable - breaks down in industrial composting facilities. Designed for coffee shops, cafés, offices, events, and catering.",https://afida.com/products/dome-lid-no-hole-fits-76-series,2g,,80mm,32mm,420mm,255mm,350mm,0.037m3,3 kg,
VEG-CC-DL-3,C76D-CH,"Vegware PLA Dome Lid, STRAW SLOT (Fits 76 Series) Compostable",Vegware,,pla,,50,5.58,Compostable,"The Vegware PLA Dome Lid, STRAW SLOT (Fits 76 Series) is lined with PLA, a plant-based bioplastic derived from cornstarch. A raised dome lid that provides extra headroom for whipped cream, ice, foam toppings, and garnishes. Fits securely onto compatible cup rims for spill-resistant takeaway service. Certified compostable - breaks down in industrial composting facilities. Designed for coffee shops, cafés, offices, events, and catering.",https://afida.com/products/dome-lid-straw-slot-fits-76-series,2g,80mm,80mm,32mm,420mm,255mm,350mm,0.037m3,3 kg,
VEG-CC-DL,C76D-CH,"Vegware PLA Dome Lid, STRAW SLOT (Fits 96 Series) Compostable",Vegware,,pla,,50,5.81,Compostable,"The Vegware PLA Dome Lid, STRAW SLOT (Fits 96 Series) is lined with PLA, a plant-based bioplastic derived from cornstarch. A raised dome lid that provides extra headroom for whipped cream, ice, foam toppings, and garnishes. Fits securely onto compatible cup rims for spill-resistant takeaway service. Certified compostable - breaks down in industrial composting facilities. Designed for coffee shops, cafés, offices, events, and catering.",https://afida.com/products/dome-lid-straw-slot-fits-96-series,2g,80mm,80mm,32mm,420mm,255mm,350mm,0.037m3,3 kg,
VEG-CC-FL-3,C76F-NH,"Vegware PLA Flat Lid, NO HOLE (Fits 76 Series) Compostable",Vegware,,pla,,50,5.27,Compostable,"The Vegware PLA Flat Lid, NO HOLE (Fits 76 Series) is lined with PLA, a plant-based bioplastic derived from cornstarch. A flat lid with no opening, providing a sealed closure for drinks and food containers. Fits securely onto compatible cup rims for leak-resistant storage and transport. Certified compostable - breaks down in industrial composting facilities. Designed for coffee shops, cafés, offices, events, and catering.",https://afida.com/products/flat-lid-no-hole-fits-76-series,2g,80mm,80mm,20mm,420mm,260mm,350mm,0.038m3,3 kg,
VEG-CC-FL-4,C76F-CH,"Vegware PLA Flat Lid, STRAW SLOT (Fits 76 Series) Compostable",Vegware,,pla,,50,5.27,Compostable,"The Vegware PLA Flat Lid, STRAW SLOT (Fits 76 Series) is lined with PLA, a plant-based bioplastic derived from cornstarch. A flat lid with a built-in straw slot, designed for cold drinks. Fits securely onto compatible cup rims to reduce spills during takeaway and delivery. The straw slot provides a clean, defined opening. Certified compostable - breaks down in industrial composting facilities.",https://afida.com/products/flat-lid-straw-slot-fits-76-series,2g,80mm,80mm,20mm,420mm,260mm,350mm,0.038m3,3 kg,
VEG-CC-FL-2,C76F-CH,"Vegware PLA Flat Lid, STRAW SLOT (Fits 96 Series) Compostable",Vegware,,pla,,1000,46.4,Compostable,"The Vegware PLA Flat Lid, STRAW SLOT (Fits 96 Series) is lined with PLA, a plant-based bioplastic derived from cornstarch. A flat lid with a built-in straw slot, designed for cold drinks. Fits securely onto compatible cup rims to reduce spills during takeaway and delivery. The straw slot provides a clean, defined opening. Certified compostable - breaks down in industrial composting facilities.",https://afida.com/products/flat-lid-straw-slot-fits-96-series,2g,80mm,80mm,20mm,420mm,260mm,350mm,0.038m3,3 kg,
VEG-CC-3,C96F-SP,Vegware PLA sipping lid fits 96-Series Compostable (Case of 1000),Vegware,,"pla, pp",,1000,62.09,Compostable,"The Vegware PLA Sipping Lid Fits 96-Series is lined with PLA, a plant-based bioplastic derived from cornstarch. A lid with a moulded sip-through opening for comfortable drinking on the move. Fits securely onto compatible hot cup rims to reduce spills. The raised lip directs the flow of liquid for a clean drinking experience. Certified compostable - breaks down in industrial composting facilities. Designed for coffee shops, cafés, offices, events, and catering.",https://afida.com/products/sipping-lid-fits-96-series,3.8g,96mm,96mm,35mm,500mm,315mm,415mm,0.065m3,5 kg,
VEG-CTL-SP-115,VP-SP4.5,Vegware 4.5in / 115mm Paper Teaspoon Compostable (Case of 1000),Vegware,,"paper, pla",,1000,20.3,Recyclable,"The Vegware paper Teaspoon is made from responsibly sourced paper. A compact teaspoon for stirring tea, coffee, and hot drinks. Also works well as a tasting spoon for desserts and condiments. Fully recyclable through standard paper or plastic recycling streams. A practical choice for takeaways, events, delivery services, and grab-and-go counters.",https://afida.com/products/teaspoon,Not specified,115mm,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,
VEG-CTL-FK-4,VP-FK6.2,Vegware 6.2in Compostable Paper Fork Compostable,Vegware,,"paper, pla",,50,6.39,Compostable,"The Vegware paper Fork is made from responsibly sourced paper. A sturdy fork with well-defined tines that grip food securely. Strong enough to handle rice, pasta, salads, and firm foods without bending or snapping. Certified compostable - breaks down in industrial composting facilities. A practical choice for takeaways, events, delivery services, and grab-and-go counters.",https://afida.com/products/fork,3.06g,157mm,31mm,null,240mm,220mm,250mm,0.013m3,4 kg,
VEG-CTL-KN,VP-KN6.2,Vegware 6.2in Compostable Paper Knife Compostable,Vegware,,"paper, pla",,50,6.39,Compostable,"The Vegware paper Knife is made from responsibly sourced paper. A functional knife with a serrated edge that cuts through food cleanly. Sturdy enough for everyday meal service without bending. Certified compostable - breaks down in industrial composting facilities. A practical choice for takeaways, events, delivery services, and grab-and-go counters.",https://afida.com/products/knife,2.95g,157mm,26mm,,220mm,170mm,240mm,0.009m3,4 kg,
VEG-CTL-SP-2,VP-SP6.2,Vegware 6.2in Compostable Paper Spoon Compostable,Vegware,,"paper, pla",,50,6.39,Compostable,"The Vegware paper Spoon is made from responsibly sourced paper. A deep-bowled spoon that holds soups, stews, porridge, and liquid foods securely. Well-balanced and comfortable to use. Certified compostable - breaks down in industrial composting facilities. A practical choice for takeaways, events, delivery services, and grab-and-go counters.",https://afida.com/products/spoon,3.46g,157mm,35mm,7mm,240mm,220mm,250mm,0.013m3,5 kg,
VEG-CTL-3,VP-KFSWN,Vegware Compostable Paper Cutlery Kit (Case of 250),Vegware,,"paper, pla",,250,37.5,Compostable,"The Vegware paper Cutlery Kit is made from responsibly sourced paper. An all-in-one cutlery kit bundled for convenient meal service. Includes the essentials for a complete eating experience. Individually wrapped for hygiene, making it ideal for delivery bags, event catering, and self-service stations. Certified compostable - breaks down in industrial composting facilities.",https://afida.com/products/cutlery-kit,12.4g,206mm,60mm,,230mm,390mm,268mm,0.024m3,4 kg,
VEG-CTL-SP-90,VP-SP3.5,Vegware Compostable Paper Ice Cream Spoon 3.5in / 90mm (Case of 2000),Vegware,,"paper, pla",,2000,46.15,Recyclable,"The Vegware paper Ice Cream Spoon is made from responsibly sourced paper. A flat-bowled spoon designed specifically for scooping ice cream, gelato, sorbet, and frozen yoghurt. The wide shape glides through frozen desserts smoothly. Fully recyclable through standard paper or plastic recycling streams. A practical choice for takeaways, events, delivery services, and grab-and-go counters.",https://afida.com/products/ice-cream-spoon,N/A,3.5 in,N/A,N/A,N/A,N/A,N/A,N/A,Case of 2000,
VEG-CTL-FK,VP-KFWN,Vegware Compostable paper knife and fork kit (Case of 250),Vegware,,"paper, pla, pp",,250,31.35,Compostable,"The Vegware paper Knife and Fork Kit is made from responsibly sourced paper. A paired knife and fork set for convenient, complete meal service. Reduces individual packaging and simplifies cutlery distribution at events and takeaway counters. Certified compostable - breaks down in industrial composting facilities. A practical choice for takeaways, events, delivery services, and grab-and-go counters.",https://afida.com/products/knife-and-fork-kit,9.14g,207mm,58mm,,230mm,390mm,268mm,0.024m3,3 kg,
VEG-CTL-SP,VP-SP3.5C,Vegware Compostable Tutti Frutti Ice Cream Spoon (CASE OF 2000),Vegware,,"paper, pla, plastic",,2000,46.15,Compostable,"The Vegware Tutti Frutti Ice Cream Spoon. A flat-bowled spoon designed specifically for scooping ice cream, gelato, sorbet, and frozen yoghurt. The wide shape glides through frozen desserts smoothly. Certified compostable - breaks down in industrial composting facilities. A practical choice for takeaways, events, delivery services, and grab-and-go counters.",https://afida.com/products/tutti-frutti-ice-cream-spoon,N/A,3.5 inches (90mm),N/A,N/A,N/A,N/A,N/A,N/A,5 kg,
VEG-CTL-10,VT-KFSWN,Vegware Compostable Wooden Cutlery Kit (Case of 250),Vegware,,"kraft, paper, pla, pp, wood, wooden",,250,22.76,Compostable,"The Vegware wooden Cutlery Kit is made from sustainably sourced wood, smooth-finished with no rough edges. An all-in-one cutlery kit bundled for convenient meal service. Includes the essentials for a complete eating experience. Individually wrapped for hygiene, making it ideal for delivery bags, event catering, and self-service stations. Certified compostable - breaks down in industrial composting facilities.",https://afida.com/products/cutlery-kit-2,12.4g,216mm,57mm,15mm,395mm,225mm,268mm,0.024m3,3 kg,
VEG-CTL-FK-2,VT-FK6W-case,"Vegware Compostable wooden fork, wrapped (Case of 500)",Vegware,,"kraft, paper, pla, pp, wood, wooden",,500,24.99,Compostable,"The Vegware wooden Fork, Wrapped is made from sustainably sourced wood, smooth-finished with no rough edges. A sturdy fork with well-defined tines that grip food securely. Strong enough to handle rice, pasta, salads, and firm foods without bending or snapping. Certified compostable - breaks down in industrial composting facilities. A practical choice for takeaways, events, delivery services, and grab-and-go counters.",https://afida.com/products/fork-wrapped,4g,214mm,37mm,6mm,590mm,225mm,191mm,0.025m3,3 kg,
VEG-CTL-FK-3,VT-KFWN,Vegware Compostable Wooden Knife and Fork Kit (Case of 250),Vegware,,"kraft, paper, pla, pp, wood, wooden",,250,19.78,Compostable,"The Vegware wooden Knife and Fork Kit is made from sustainably sourced wood, smooth-finished with no rough edges. A paired knife and fork set for convenient, complete meal service. Reduces individual packaging and simplifies cutlery distribution at events and takeaway counters. Certified compostable - breaks down in industrial composting facilities. A practical choice for takeaways, events, delivery services, and grab-and-go counters.",https://afida.com/products/knife-and-fork-kit-2,10g,216mm,55mm,10mm,396mm,226mm,229mm,0.02m3,3 kg,
VEG-POT-5,VWPP0.5,Vegware 0.5oz PLA Cold Portion Pot Compostable,Vegware,,pp,,2500,21,Compostable,"The Vegware PLA Cold Portion Pot is lined with PLA, a plant-based bioplastic derived from cornstarch. A small portion pot for sauces, dressings, condiments, dips, and sample portions. Compact and stackable for efficient storage. Works with compatible snap-on lids for leak-resistant sealing. Versatile enough for takeaways, delis, cafés, meal prep, and event catering.",https://afida.com/products/cold-portion-pot,1g,N/A,45mm,21mm,460mm,250mm,460mm,0.053m3,7 kg,
VEG-DEL-10,BEL-10,"Vegware 10oz PLA Bella pot, 96-Series Compostable",Vegware,3oz,pla,,50,12.28,Compostable,"The Vegware 10oz PLA Bella Pot, 96-Series is lined with PLA, a plant-based bioplastic derived from cornstarch. A rounded Bella pot with a premium feel, designed for desserts, deli salads, overnight oats, and premium portions. The smooth curves create an attractive presentation. Pairs with compatible lids. Certified compostable - breaks down in industrial composting facilities.",https://afida.com/products/bella-pot-96-series,8.6g,53mm,96mm,62mm,500mm,400mm,350mm,0.07m3,10 kg,
VEG-SPC-10,SC-10,"Vegware 10oz Soup Container, 90 Series Compostable",Vegware,,,,50,7.4,Compostable,"The Vegware Soup Container, 90 Series. A leak-resistant food container designed for soups, stews, porridge, chilli, and other hot liquids. The lined interior provides a reliable barrier against grease and moisture. Pairs with compatible lids for a secure, spill-resistant seal.",https://afida.com/products/soup-container-90-series,8.54g,90mm,90mm,73mm,468mm,370mm,505mm,0.087m3,9 kg,
VEG-SPC-10-GN,SC-G10,"Vegware 10oz Soup Container, 90 Series Green Tree Compostable",Vegware,,,Green,50,8.1,Compostable,"The Vegware Soup Container, 90 Series Green Tree. A leak-resistant food container designed for soups, stews, porridge, chilli, and other hot liquids. The lined interior provides a reliable barrier against grease and moisture. Pairs with compatible lids for a secure, spill-resistant seal.",https://afida.com/products/soup-container-90-series-green-tree,8.54g,72mm,89mm,74mm,468mm,370mm,505mm,0.087m3,9 kg,
VEG-SPC,VLID115P,Vegware 115-Series Flat Paper Hot Lid Compostable,Vegware,,"paper, pla",,25,5.69,Compostable,The Vegware paper 115-Series Flat Hot Lid is made from responsibly sourced paper. A secure-fit lid designed for hot soup containers. Heat-resistant construction stays firm at serving temperatures. Snaps onto the container rim for a spill-resistant seal during takeaway and delivery. Certified compostable - breaks down in industrial composting facilities.,https://afida.com/products/115-series-flat-hot-lid,10g,115mm,115mm,16mm,640mm,500mm,360mm,0.115m3,9 kg,
VEG-DEL-12,BEL-12,"Vegware 12oz PLA Bella pot, 96-Series Compostable",Vegware,3oz,pla,,50,13.8,Compostable,"The Vegware 12oz PLA Bella Pot, 96-Series is lined with PLA, a plant-based bioplastic derived from cornstarch. A rounded Bella pot with a premium feel, designed for desserts, deli salads, overnight oats, and premium portions. The smooth curves create an attractive presentation. Pairs with compatible lids. Certified compostable - breaks down in industrial composting facilities.",https://afida.com/products/bella-pot-96-series-2,9.6g,53mm,96mm,72mm,500mm,400mm,370mm,0.074m3,11 kg,
